id_date,id_produit,id_client,id_region,id_livreur,quantite_vendue,montant_ht,montant_ttc,cout_livraison,delai_livraison_jours,remise_pct,statut_commande
20241125,25,5419,4,9,1,908.25,1089.9,49.62,,0.0,en_cours
20221230,16,945,14,45,4,29079.76,34895.71,66.61,,10.0,retourné
20240317,18,1578,1,14,2,1664.58,1997.5,27.78,4.0,0.0,livré
20240104,18,426,16,20,4,2730.72,3276.86,69.49,,20.0,en_cours
20230719,31,1097,10,22,1,101.3,121.56,25.62,3.0,15.0,livré
20240301,16,5203,7,46,2,13652.78,16383.34,24.97,153.0,5.0,livré
20240620,30,5299,1,47,4,655.76,786.91,22.61,7.0,20.0,livré
20241202,12,2862,7,44,2,2803.74,3364.49,61.59,,0.0,livré
20240503,27,3492,1,7,5,1365.45,1638.54,16.43,,0.0,annulé
20220721,14,5696,1,49,3,1276.44,1531.73,32.29,,0.0,annulé
20230917,22,5098,1,33,5,11324.4,13589.28,15.04,,20.0,en_cours
20220128,23,3836,13,16,2,2807.7,3369.24,32.74,,0.0,retourné
20230830,10,2122,2,14,5,47079.45,56495.34,32.03,,0.0,en_cours
20220908,6,5531,15,41,5,69987.1,83984.52,43.62,,5.0,annulé
20240626,1,5878,9,21,4,51125.36,61350.43,30.48,,0.0,livré
20240510,7,4650,14,17,3,36809.04,44170.85,32.29,,20.0,en_cours
20240708,25,26,10,1,3,2609.43,3131.32,19.13,152.0,15.0,livré
20240217,35,4586,4,8,5,571.55,685.86,49.13,,0.0,retourné
20220824,16,816,7,1,1,7822.01,9386.41,66.96,,0.0,en_cours
20240110,13,3473,14,31,3,2461.08,2953.3,34.57,7.0,20.0,livré
20230629,34,6374,16,47,1,158.19,189.83,68.6,,0.0,livré
20221109,7,4143,9,41,4,50809.84,60971.81,50.93,,0.0,retourné
20220303,23,3574,1,21,3,4166.79,5000.15,53.89,,5.0,en_cours
20240512,35,1216,14,33,2,205.82,246.98,73.69,,15.0,retourné
20230316,13,307,15,51,5,5022.6,6027.12,48.73,,5.0,en_cours
20231112,20,2889,14,8,2,990.32,1188.38,63.56,,5.0,retourné
20241210,2,1662,10,23,3,35690.7,42828.84,24.4,,20.0,en_cours
20240604,8,5659,15,18,3,39875.28,47850.34,31.28,,0.0,livré
20220604,24,428,9,6,5,7305.6,8766.72,67.17,,0.0,annulé
20221012,11,5132,4,19,1,2573.0,3087.6,75.45,,5.0,en_cours
20240802,7,7185,13,45,4,56727.92,68073.5,68.65,122.0,5.0,livré
20220821,3,1465,16,40,2,17623.18,21147.82,16.83,,20.0,annulé
20230212,34,33,15,17,2,366.46,439.75,25.58,,10.0,annulé
20230920,11,6688,7,34,3,9369.51,11243.41,62.98,2.0,0.0,livré
20220930,20,1257,4,15,2,1030.46,1236.55,62.39,,10.0,en_cours
20220905,18,7356,1,51,2,1661.8,1994.16,22.58,,10.0,en_cours
20240724,26,1410,2,25,5,1710.3,2052.36,69.75,,10.0,en_cours
20220406,13,4640,7,18,5,4500.85,5401.02,43.44,,20.0,retourné
20230821,3,6108,7,1,2,17369.08,20842.9,41.77,,15.0,en_cours
20220210,11,261,13,18,4,13007.28,15608.74,47.56,89.0,0.0,livré
20230613,23,2028,10,36,4,4834.6,5801.52,75.42,,15.0,retourné
20240216,18,4889,14,3,1,882.34,1058.81,28.14,,0.0,retourné
20230604,12,569,15,51,2,2807.46,3368.95,53.7,,10.0,retourné
20230205,4,2854,13,1,4,28370.44,34044.53,33.46,,0.0,annulé
20221128,26,2423,13,5,3,811.38,973.66,66.01,,10.0,livré
20230126,13,4288,14,41,1,786.22,943.46,61.82,,10.0,annulé
20240913,2,329,7,25,1,10389.19,12467.03,46.97,4.0,15.0,livré
20240131,35,4791,1,16,1,129.23,155.08,53.7,,20.0,annulé
20230528,32,6584,15,48,1,88.57,106.28,31.77,,0.0,en_cours
20221218,22,3785,13,28,2,4790.06,5748.07,71.48,7.0,0.0,livré
20220605,21,6147,2,23,5,2679.65,3215.58,66.01,31.0,20.0,livré
20240621,29,192,15,31,5,908.85,1090.62,18.85,1.0,10.0,livré
20220207,14,5225,7,26,5,2125.4,2550.48,62.11,,15.0,annulé
20220815,5,405,14,7,2,22261.7,26714.04,62.77,,0.0,annulé
20220918,21,1035,10,21,2,1245.22,1494.26,45.05,,15.0,annulé
20240815,3,572,10,40,5,40216.5,48259.8,59.03,,0.0,retourné
20220712,17,3257,7,15,4,3448.36,4138.03,21.35,,0.0,annulé
20220517,29,3936,13,23,5,1084.65,1301.58,52.05,,15.0,en_cours
20230515,33,1578,2,35,1,130.91,157.09,26.53,,10.0,annulé
20221114,29,6194,13,10,1,183.74,220.49,26.39,,5.0,annulé
20241007,34,6561,1,26,1,181.24,217.49,76.92,,20.0,annulé
20230625,2,4854,9,29,1,12673.18,15207.82,51.87,,5.0,retourné
20240217,12,1335,1,2,4,5508.72,6610.46,68.08,,0.0,annulé
20220222,23,7196,15,44,3,3344.85,4013.82,29.79,,0.0,retourné
20240208,20,603,7,47,2,856.72,1028.06,22.84,,15.0,retourné
20240219,31,1264,16,39,3,250.86,301.03,76.82,,20.0,retourné
20220912,35,4939,2,28,1,135.84,163.01,38.97,,0.0,annulé
20220719,25,6075,1,37,4,3990.32,4788.38,64.62,6.0,5.0,livré
20220519,29,3491,16,28,3,625.95,751.14,58.67,,5.0,annulé
20220920,5,554,13,51,4,42499.92,50999.9,66.08,,0.0,annulé
20231115,24,5224,4,45,2,2947.92,3537.5,76.26,,0.0,en_cours
20220806,33,6626,10,20,4,484.96,581.95,57.82,,10.0,annulé
20220225,29,3652,7,5,3,576.48,691.78,26.34,37.0,0.0,livré
20220225,29,4352,15,44,2,456.48,547.78,37.34,,0.0,annulé
20220107,20,2820,4,19,4,1862.2,2234.64,68.52,7.0,20.0,livré
20220210,3,3749,15,33,1,8248.98,9898.78,28.21,,0.0,annulé
20230217,17,5752,1,44,4,3772.56,4527.07,71.69,7.0,20.0,livré
20230922,2,6957,7,51,5,55291.0,66349.2,62.81,4.0,20.0,livré
20240804,15,2896,13,31,2,18226.54,21871.85,58.15,,15.0,en_cours
20240630,20,5926,1,19,3,1300.68,1560.82,44.71,,15.0,livré
20241111,28,1947,13,36,1,382.41,458.89,67.43,3.0,0.0,livré
20231201,27,7120,10,8,2,446.72,536.06,23.73,,10.0,en_cours
20240923,24,389,4,14,1,1168.27,1401.92,41.26,4.0,0.0,livré
20230131,29,726,16,50,2,441.24,529.49,41.09,,0.0,en_cours
20220122,33,4531,2,35,4,526.16,631.39,51.86,,5.0,annulé
20230830,32,3726,7,37,5,415.15,498.18,58.44,,15.0,annulé
20220412,20,556,14,41,1,499.29,599.15,45.98,183.0,10.0,livré
20230813,32,4007,16,35,3,249.36,299.23,27.98,6.0,0.0,livré
20220526,20,3482,1,9,2,942.1,1130.52,79.85,,0.0,annulé
20220905,20,75,13,1,5,2514.85,3017.82,19.25,,0.0,annulé
20220423,18,6006,13,51,2,1775.56,2130.67,29.91,,10.0,retourné
20230528,10,5292,13,17,3,25085.13,30102.16,48.53,,0.0,annulé
20240614,27,3077,4,9,3,785.79,942.95,38.68,,0.0,retourné
20240204,3,6433,10,38,5,41700.0,50040.0,62.32,,0.0,retourné
20240503,12,4726,2,39,1,1434.56,1721.47,46.56,,20.0,en_cours
20231128,30,2204,9,14,3,463.08,555.7,56.54,,0.0,livré
20231029,14,5944,9,11,2,682.18,818.62,45.22,,0.0,en_cours
20240621,12,7148,9,45,4,6350.44,7620.53,40.1,5.0,0.0,livré
20230406,33,3008,14,17,4,490.52,588.62,64.04,,0.0,retourné
20240808,35,5796,4,43,1,130.47,156.56,38.25,,0.0,annulé
20230916,8,7373,13,1,4,55064.44,66077.33,63.41,,20.0,retourné
20230809,17,6587,4,40,3,2620.56,3144.67,22.72,37.0,0.0,livré
20240409,5,2158,13,51,3,27539.64,33047.57,57.0,,20.0,en_cours
20241108,31,1931,1,27,4,380.88,457.06,30.26,,0.0,livré
20221118,1,5106,2,40,5,57648.35,69178.02,50.96,6.0,0.0,livré
20220812,13,1238,1,51,4,3892.48,4670.98,37.97,,0.0,retourné
20220729,7,2576,9,25,2,30373.62,36448.34,33.51,,0.0,annulé
20221127,19,5106,15,6,3,1123.56,1348.27,79.87,2.0,10.0,livré
20221111,1,6272,7,19,3,34575.09,41490.11,73.16,,0.0,en_cours
20230815,5,5919,4,28,5,42977.7,51573.24,42.35,,0.0,en_cours
20241106,4,587,10,13,2,13243.52,15892.22,43.26,,0.0,annulé
20230916,25,7091,4,38,4,3868.92,4642.7,62.99,3.0,20.0,livré
20241122,24,4737,4,35,1,1274.47,1529.36,50.26,,5.0,annulé
20230512,26,5211,13,32,3,839.07,1006.88,31.68,,10.0,retourné
20230610,28,1118,7,17,5,1704.15,2044.98,37.09,7.0,0.0,livré
20240203,14,981,1,41,5,1943.65,2332.38,33.44,120.0,0.0,livré
20220717,14,5379,1,7,3,1146.57,1375.88,49.49,,15.0,en_cours
20240421,31,611,9,47,4,320.0,384.0,63.08,,20.0,annulé
20231229,32,3703,9,38,1,80.73,96.88,20.02,,0.0,annulé
20240514,31,272,10,14,1,88.34,106.01,57.33,7.0,5.0,livré
20220911,15,2634,15,22,1,9556.02,11467.22,57.47,,10.0,annulé
20241210,18,1998,10,51,1,826.61,991.93,36.23,,10.0,retourné
20221105,21,6377,2,27,3,1832.16,2198.59,27.06,,5.0,livré
20220917,4,3102,16,37,1,6165.69,7398.83,49.16,,0.0,annulé
20221102,18,4314,4,6,1,749.31,899.17,63.17,,5.0,livré
20230901,21,65,14,46,4,2222.64,2667.17,15.87,,15.0,retourné
20240226,26,1677,10,42,2,564.86,677.83,24.9,,0.0,annulé
20241107,19,2780,15,32,4,1303.56,1564.27,20.66,6.0,15.0,livré
20220825,28,3435,15,15,3,1139.04,1366.85,71.21,4.0,0.0,livré
20230927,7,6884,9,6,5,67768.15,81321.78,60.34,2.0,20.0,livré
20230606,31,7397,1,8,2,176.7,212.04,31.89,,10.0,en_cours
20220313,14,4829,16,5,2,715.78,858.94,28.87,7.0,15.0,livré
20220713,16,1452,1,48,5,39481.65,47377.98,75.67,2.0,15.0,livré
20240715,17,5981,1,8,1,897.66,1077.19,21.64,,20.0,annulé
20240706,25,3869,7,2,2,1949.22,2339.06,72.15,,10.0,en_cours
20231008,16,5546,10,22,5,39759.2,47711.04,66.78,33.0,15.0,livré
20241120,9,1413,14,48,2,27064.58,32477.5,73.13,1.0,5.0,livré
20221123,35,7331,14,51,3,324.18,389.02,30.01,,5.0,en_cours
20220512,24,2073,13,4,3,3319.29,3983.15,24.61,,0.0,annulé
20241218,23,7245,7,40,5,6457.65,7749.18,62.56,,5.0,annulé
20221220,17,2806,10,43,3,2419.44,2903.33,48.74,,10.0,retourné
20241018,2,6751,10,24,2,20857.88,25029.46,55.55,,0.0,en_cours
20220904,10,2741,10,20,5,49862.05,59834.46,50.48,,0.0,livré
20220902,35,3586,13,18,1,136.79,164.15,61.95,,15.0,retourné
20231015,4,1614,4,48,2,12314.68,14777.62,56.47,,0.0,annulé
20240828,6,3624,13,28,1,14197.26,17036.71,51.93,,20.0,en_cours
20230418,3,6917,2,50,2,14731.54,17677.85,52.98,5.0,10.0,livré
20240131,30,1788,1,21,3,477.75,573.3,39.99,,5.0,en_cours
20231225,1,4703,2,48,3,44739.39,53687.27,70.15,,0.0,retourné
20231125,12,6109,1,20,2,3188.42,3826.1,21.59,,20.0,retourné
20231026,21,5210,10,51,1,600.79,720.95,51.08,,0.0,livré
20240827,10,3382,13,27,2,18675.5,22410.6,49.93,4.0,20.0,livré
20220512,26,1608,16,24,1,284.22,341.06,48.67,,0.0,annulé
20240312,33,3512,2,14,4,515.44,618.53,59.62,,10.0,en_cours
20220105,20,2072,1,3,1,428.81,514.57,16.13,,5.0,retourné
20220227,35,2810,16,50,2,244.04,292.85,62.16,65.0,10.0,livré
20220621,11,441,16,40,3,9960.3,11952.36,36.83,,0.0,en_cours
20240116,15,662,7,23,3,27266.55,32719.86,71.07,,0.0,annulé
20221017,13,2780,9,16,5,4956.75,5948.1,32.2,7.0,20.0,livré
20230501,34,3444,9,19,4,696.12,835.34,28.4,96.0,10.0,livré
20240623,18,3986,13,1,1,918.09,1101.71,15.25,,0.0,annulé
20220119,5,66,10,18,3,31319.19,37583.03,15.82,5.0,0.0,livré
20241128,23,807,4,17,3,3314.67,3977.6,54.51,,15.0,annulé
20220714,19,1267,16,47,5,1625.9,1951.08,68.73,1.0,0.0,livré
20221218,4,5198,1,30,5,34719.2,41663.04,52.62,,5.0,annulé
20230307,16,1928,16,11,2,15962.64,19155.17,20.89,,10.0,retourné
20220930,23,3404,4,10,2,2423.56,2908.27,42.39,,0.0,retourné
20220711,34,5126,7,51,4,752.28,902.74,59.73,5.0,5.0,livré
20240517,24,1577,15,20,3,4086.3,4903.56,77.24,2.0,20.0,livré
20221101,2,1253,4,16,2,22993.3,27591.96,65.15,,20.0,annulé
20241014,12,747,10,3,5,6789.95,8147.94,61.65,,0.0,en_cours
20221109,35,6652,4,39,1,120.35,144.42,79.06,,0.0,retourné
20231123,34,273,2,1,5,740.7,888.84,56.63,,0.0,retourné
20230515,25,2755,14,41,3,2609.37,3131.24,61.18,,15.0,en_cours
20231101,5,6107,4,29,4,37625.44,45150.53,61.93,,0.0,livré
20220325,18,416,4,6,3,2066.58,2479.9,54.89,,20.0,annulé
20240922,3,1305,7,51,3,24947.31,29936.77,21.3,,0.0,annulé
20220811,12,3905,9,47,5,8341.05,10009.26,27.19,,0.0,en_cours
20240619,4,6265,4,51,1,6926.74,8312.09,26.54,5.0,15.0,livré
20230813,21,583,15,24,1,629.43,755.32,28.53,5.0,0.0,livré
20241203,32,5937,10,34,2,174.64,209.57,60.6,,5.0,annulé
20230721,32,3628,15,8,4,292.76,351.31,64.15,,10.0,annulé
20230628,27,3152,15,23,3,808.02,969.62,59.59,,5.0,en_cours
20220321,13,3496,9,31,3,2838.81,3406.57,55.59,7.0,20.0,livré
20230306,4,5410,9,48,5,30191.35,36229.62,16.89,,20.0,annulé
20240905,30,4807,1,39,5,696.45,835.74,27.97,30.0,0.0,livré
20231222,11,7506,14,34,4,13208.4,15850.08,75.55,,15.0,retourné
20231120,34,4472,16,25,4,605.96,727.15,67.97,3.0,20.0,livré
20220426,27,477,13,4,3,771.87,926.24,15.0,,0.0,livré
20240917,15,5074,10,12,3,26921.25,32305.5,43.81,6.0,20.0,livré
20231201,16,4496,1,25,3,21530.01,25836.01,20.17,,0.0,annulé
20230702,32,2536,7,32,3,269.67,323.6,64.09,62.0,5.0,livré
20241101,34,1806,10,20,1,163.57,196.28,41.31,,0.0,livré
20230705,7,5162,2,14,4,58125.96,69751.15,15.73,,0.0,en_cours
20230215,6,7451,14,12,4,59597.6,71517.12,36.23,2.0,20.0,livré
20241114,29,2562,2,1,5,917.3,1100.76,50.3,,0.0,retourné
20221102,29,6971,1,51,1,225.94,271.13,66.33,,15.0,en_cours
20241125,12,243,7,2,4,6374.96,7649.95,37.53,,0.0,retourné
20230926,24,7278,7,16,4,5634.24,6761.09,57.32,,0.0,en_cours
20220907,25,727,4,20,3,3147.72,3777.26,67.53,,0.0,livré
20230921,17,3195,13,10,2,1831.9,2198.28,66.74,4.0,0.0,livré
20221025,26,7473,16,40,2,607.82,729.38,18.63,3.0,15.0,livré
20220528,22,3767,1,8,2,4557.1,5468.52,45.07,,15.0,annulé
20231019,12,113,1,31,5,7205.2,8646.24,23.76,,0.0,en_cours
20240621,20,3456,4,51,2,947.4,1136.88,56.8,,10.0,retourné
20220709,20,2089,10,20,4,2033.64,2440.37,69.43,,15.0,annulé
20230430,28,5768,9,29,4,1638.12,1965.74,18.58,,0.0,retourné
20220825,6,7433,14,31,2,27927.1,33512.52,75.86,1.0,10.0,livré
20240531,30,2872,16,36,5,721.75,866.1,79.15,,0.0,livré
20220827,27,4194,7,9,4,848.56,1018.27,52.61,,20.0,livré
20220324,33,1752,13,49,2,257.68,309.22,56.54,,0.0,en_cours
20220809,31,7029,10,28,5,511.05,613.26,75.46,,10.0,annulé
20221216,18,169,1,29,5,4389.05,5266.86,17.57,,20.0,retourné
20241003,13,108,1,31,2,2051.72,2462.06,48.56,,20.0,en_cours
20241217,2,7495,10,2,1,11157.17,13388.6,79.29,,0.0,annulé
20230117,33,7371,1,29,2,291.4,349.68,21.46,3.0,5.0,livré
20221128,34,1906,7,51,2,325.16,390.19,69.2,,0.0,retourné
20230502,32,752,1,8,5,422.75,507.3,65.26,,5.0,retourné
20220312,12,1622,10,31,5,7560.55,9072.66,54.01,184.0,0.0,livré
20220427,29,4101,7,14,1,213.6,256.32,67.12,1.0,0.0,livré
20221224,35,4582,4,42,5,646.5,775.8,71.54,2.0,0.0,livré
20230326,1,3902,13,15,2,27376.04,32851.25,75.86,4.0,0.0,livré
20230306,35,3709,10,47,3,333.75,400.5,44.76,,10.0,annulé
20240322,34,6172,10,47,4,656.92,788.3,17.29,,0.0,annulé
20220224,30,405,10,17,5,673.55,808.26,59.56,2.0,10.0,livré
20240814,2,3797,13,3,1,13157.79,15789.35,45.46,2.0,5.0,livré
20220110,29,1131,7,43,4,845.44,1014.53,27.87,3.0,0.0,livré
20240105,16,1713,15,26,4,31889.96,38267.95,16.67,240.0,0.0,livré
20231030,20,4439,1,44,3,1388.79,1666.55,30.09,,20.0,livré
20230730,13,3759,7,14,5,4085.9,4903.08,32.93,,0.0,en_cours
20220809,10,59,2,23,2,19968.08,23961.7,18.72,122.0,0.0,livré
20231023,10,2566,7,51,2,15756.72,18908.06,36.61,,20.0,retourné
20221101,12,2704,15,6,3,4077.24,4892.69,28.73,,20.0,annulé
20220527,24,311,13,36,1,1204.75,1445.7,52.74,,0.0,retourné
20221101,16,6856,13,6,1,8211.69,9854.03,42.78,,10.0,retourné
20230424,22,2737,14,50,2,5282.1,6338.52,25.75,,10.0,livré
20241115,28,629,14,49,2,885.56,1062.67,35.21,7.0,0.0,livré
20230531,1,5137,7,10,3,36092.88,43311.46,20.54,,10.0,retourné
20240929,15,4949,7,25,1,8677.01,10412.41,62.31,,0.0,livré
20240606,34,5175,4,10,4,754.96,905.95,62.89,30.0,0.0,livré
20230201,14,5129,15,23,1,374.05,448.86,28.31,182.0,20.0,livré
20220308,25,3038,9,48,2,1836.46,2203.75,29.91,,0.0,en_cours
20221029,3,3619,1,2,2,17527.42,21032.9,35.9,,15.0,annulé
20220320,31,5971,13,42,1,82.75,99.3,25.49,7.0,10.0,livré
20240421,22,3142,15,44,2,4816.42,5779.7,24.44,7.0,10.0,livré
20220913,23,178,1,51,3,3865.92,4639.1,56.47,,0.0,en_cours
20220330,8,4535,14,44,2,29317.12,35180.54,19.58,,5.0,annulé
20220403,21,5878,4,31,2,1022.28,1226.74,64.91,,0.0,annulé
20230219,17,2344,16,47,5,4575.4,5490.48,39.33,,0.0,annulé
20221221,10,1926,4,5,1,7806.5,9367.8,54.85,,20.0,retourné
20220521,35,4172,15,43,4,498.36,598.03,46.57,2.0,20.0,livré
20240501,15,2663,4,40,5,43315.45,51978.54,49.8,184.0,15.0,livré
20220124,3,5175,14,25,5,39304.25,47165.1,48.24,,0.0,en_cours
20240507,29,3115,15,30,5,1079.6,1295.52,34.8,,0.0,retourné
20240811,6,6298,1,38,5,85949.35,103139.22,76.0,,0.0,retourné
20240318,8,5757,1,2,3,39183.27,47019.92,44.87,,0.0,en_cours
20240301,13,2567,2,47,3,2756.91,3308.29,71.77,33.0,0.0,livré
20230718,21,1948,10,36,4,2143.0,2571.6,63.66,,20.0,en_cours
20230518,16,5121,1,28,5,34233.55,41080.26,21.08,,0.0,annulé
20221127,16,2069,4,2,2,13143.58,15772.3,34.06,,0.0,annulé
20220113,9,4671,4,12,1,13716.46,16459.75,72.52,,0.0,annulé
20220322,5,3476,13,9,1,10256.59,12307.91,47.18,,15.0,annulé
20230602,21,3422,9,51,1,592.73,711.28,33.87,,15.0,annulé
20240508,29,4370,7,32,4,847.2,1016.64,38.29,7.0,0.0,livré
20241019,27,3693,13,19,5,1158.2,1389.84,70.64,7.0,15.0,livré
20241213,9,3918,15,25,2,25878.36,31054.03,23.61,,15.0,annulé
20220920,13,1094,1,48,2,1788.94,2146.73,40.79,,20.0,en_cours
20240702,27,3520,1,50,3,820.77,984.92,26.19,62.0,0.0,livré
20230523,26,6565,15,51,2,683.96,820.75,63.2,,0.0,retourné
20220324,16,2507,4,25,5,41537.05,49844.46,55.22,7.0,20.0,livré
20220603,3,5607,1,31,4,32169.24,38603.09,76.68,,5.0,annulé
20220903,18,4751,15,19,5,4588.9,5506.68,42.95,,0.0,en_cours
20220709,19,6542,1,32,3,997.89,1197.47,76.45,,20.0,annulé
20220116,15,4331,1,48,4,35065.48,42078.58,53.61,,20.0,en_cours
20241113,23,668,4,1,1,1113.32,1335.98,70.95,2.0,20.0,livré
20231002,22,5880,7,23,3,8279.91,9935.89,56.94,,5.0,en_cours
20241212,12,5335,13,51,5,8105.85,9727.02,63.13,,15.0,en_cours
20240514,9,4089,10,35,1,11105.68,13326.82,25.03,,0.0,en_cours
20231029,29,1763,9,10,3,578.31,693.97,77.28,,0.0,retourné
20241222,29,7216,1,25,5,1045.2,1254.24,52.32,,0.0,en_cours
20240823,9,5152,4,9,5,65166.75,78200.1,46.54,3.0,5.0,livré
20220415,33,3814,7,19,5,569.1,682.92,29.18,,0.0,annulé
20240701,11,4940,7,22,4,12049.52,14459.42,36.86,,20.0,annulé
20230527,10,3042,1,13,3,27786.9,33344.28,56.12,,0.0,en_cours
20221026,24,6642,7,4,5,6413.9,7696.68,17.06,1.0,20.0,livré
20221104,16,3259,4,44,2,17003.64,20404.37,53.38,,0.0,retourné
20220731,24,4033,7,8,3,4248.93,5098.72,67.05,,10.0,annulé
20220814,12,1625,1,51,2,3430.36,4116.43,53.65,,5.0,en_cours
20220125,18,3162,4,45,3,2736.39,3283.67,41.85,,15.0,en_cours
20240817,20,297,1,3,1,415.53,498.64,43.17,,10.0,retourné
20221110,2,4313,1,37,4,48109.88,57731.86,61.59,4.0,10.0,livré
20221102,12,6910,1,9,3,4674.12,5608.94,32.3,,0.0,retourné
20240205,33,752,10,24,2,237.56,285.07,34.06,,0.0,annulé
20230326,7,5198,13,3,4,52531.88,63038.26,38.02,,10.0,en_cours
20240105,32,3652,4,51,4,322.64,387.17,74.83,,5.0,en_cours
20221225,33,4388,13,2,3,383.19,459.83,55.21,,5.0,en_cours
20220123,24,3908,13,41,4,4949.44,5939.33,43.21,,0.0,en_cours
20230709,2,4326,14,36,2,19565.06,23478.07,31.29,,20.0,retourné
20230126,28,344,4,18,1,386.58,463.9,50.85,,0.0,retourné
20220121,24,7043,7,51,4,5238.52,6286.22,74.27,3.0,0.0,livré
20220928,9,1837,7,21,3,33479.25,40175.1,23.94,,0.0,en_cours
20241026,15,557,13,23,3,28637.55,34365.06,24.25,,0.0,en_cours
20220117,27,3654,1,17,5,1133.5,1360.2,21.5,,5.0,annulé
20221214,26,4111,2,35,3,788.31,945.97,46.41,,5.0,en_cours
20241215,8,1163,1,50,4,49049.48,58859.38,22.07,,15.0,retourné
20240103,4,4047,10,2,5,31997.15,38396.58,74.27,272.0,20.0,livré
20221111,19,6986,16,49,1,349.64,419.57,27.94,4.0,0.0,livré
20220622,27,5929,10,50,1,256.57,307.88,37.56,,10.0,en_cours
20230111,3,4645,1,31,2,13623.22,16347.86,46.01,,0.0,en_cours
